req_id,prompt_tokens,generation_tokens,offload_target,total_latency_ms
268,455,615,cloud,754.0929837649019
270,3,21,cloud,214.0909277232422
271,3,9,cloud,203.18184619954263
272,7,505,cloud,654.0909482850984
273,5,290,cloud,458.63640356202086
274,9,250,cloud,422.27280867414083
277,367,109,cloud,294.09367468704295
275,114,370,cloud,531.364114212367
276,268,459,cloud,612.2748663817911
279,13,257,cloud,428.63646846459596
281,7,2,cloud,196.81822643359192
278,11,574,cloud,716.8182217534777
280,21,263,cloud,434.0910330534389
283,36,78,cloud,265.9093025466427
282,8,313,cloud,479.5454849048838
284,31,7,cloud,201.3637419648294
285,385,0,cloud,195.00308206368936
289,31,9,cloud,203.18209725762426
288,5,152,cloud,333.18183420749847
287,43,378,cloud,538.6366477213014
291,157,356,cloud,518.636881540282
286,12,517,cloud,665.0000398104603
290,128,462,cloud,615.0006890527438
292,9,325,cloud,490.4546261432115
293,392,62,cloud,251.3672695372661
294,470,25,cloud,217.72955262339383
295,11,27,cloud,219.54554910714796
296,130,45,cloud,235.9097672153439
297,20,8,cloud,202.27283676544903
298,389,100,cloud,285.9124230864254
299,4,176,cloud,355.0000237680797
301,6,19,cloud,212.27278456857312
303,32,86,cloud,273.18201566606876
304,36,148,cloud,329.54578665485315
305,2,19,cloud,212.2727459804737
302,96,278,cloud,447.7278974005894
300,314,909,cloud,1021.3662938795896
306,240,340,cloud,504.09221747965785
308,6,2,cloud,196.81823719399108
307,41,384,cloud,544.0912620407034
309,6,12,cloud,205.9091226032033
310,6,1,cloud,195.90913465349877
311,1,7,cloud,201.36364212019544
312,12,170,cloud,349.5455485948769
313,8,90,cloud,276.81824952752504
314,16,45,cloud,235.9091686665779
315,7,157,cloud,337.72733076634177
317,28,38,cloud,229.54556355660316
316,8,157,cloud,337.7273208974948
319,14,16,cloud,209.54557637091784
318,38,362,cloud,524.0911076552293
321,1,2,cloud,196.81818738866423
320,47,424,cloud,580.454792980323
322,83,218,cloud,393.1824389243702
324,10,165,cloud,345.0000865170441
326,7,63,cloud,252.2727705710422
323,196,410,cloud,567.7286365354084
325,39,426,cloud,582.2730205890839
328,137,76,cloud,264.0916193363664
331,92,39,cloud,230.45526920347766
329,23,320,cloud,485.9092171347729
327,15,896,cloud,1009.5455606637115
330,14,188,cloud,365.9091416549927
332,66,1,cloud,195.90938991300936
333,216,193,cloud,370.45560593588743
334,10,98,cloud,284.09098499231914
335,15,70,cloud,258.6364325001632
336,135,323,cloud,488.6369535230915
337,87,344,cloud,507.72755538177444
339,88,117,cloud,301.3644175530353
338,8,364,cloud,525.9091273948434
341,6,8,cloud,202.27277111797594
340,12,117,cloud,301.36372492360533
342,35,303,cloud,470.4546941918961
343,87,135,cloud,317.7279371643672
345,1,25,cloud,217.72727789211785
344,62,450,cloud,604.0914844062645
346,6,55,cloud,245.00004404611536
348,114,143,cloud,325.0009845569002
347,589,276,cloud,445.9146874133876
349,20,236,cloud,409.54554215709504
350,232,25,cloud,217.72812914059614
351,10,8,cloud,202.27280179022637
354,1,9,cloud,203.18182183254976
353,272,84,cloud,271.36620023568685
352,21,246,cloud,418.6364904631482
355,1,23,cloud,215.90910047928628
356,5,1,cloud,195.90911061574297
357,5,328,cloud,493.18184017979365
358,64,75,cloud,263.1823698828375
359,10,19,cloud,212.27281594723172
362,29,49,cloud,239.54570705906372
360,10,243,cloud,415.909148441875
361,26,300,cloud,467.72749855174334
363,803,822,cloud,942.2786618463724
366,512,32,cloud,224.09385946841212
365,494,356,cloud,518.6381312498852
367,141,79,cloud,266.8187000310136
364,87,631,cloud,768.6369139761518
368,1,9,cloud,203.18182144766615
369,12,12,cloud,205.9091294065147
370,48,576,cloud,718.6366734492913
373,9,64,cloud,253.1818997439259
372,9,261,cloud,432.27277281139686
371,13,274,cloud,444.09098272076517
374,9,78,cloud,265.9091453415458
375,6,228,cloud,402.2727677456278
376,29,442,cloud,596.8183004238526
378,86,307,cloud,474.09134747995995
377,87,522,cloud,669.5460427930375
379,24,236,cloud,409.545643041507
380,295,154,cloud,335.00169958293554
381,329,6,cloud,200.4557854385348
383,50,11,cloud,205.00028634103364
382,33,23,cloud,215.90937634372676
384,11,110,cloud,295.00009697578207
385,10,164,cloud,344.09097726891923
386,84,165,cloud,345.00053774076514
387,26,191,cloud,368.6365717144945
388,106,130,cloud,313.18257101191557
389,82,387,cloud,546.8188971695054
390,6,222,cloud,396.8182163207239
391,39,188,cloud,365.9092224444612
392,23,437,cloud,592.2729165302735
393,220,161,cloud,341.3652103005006
394,372,241,cloud,414.0938650209282
