req_id,prompt_tokens,generation_tokens,offload_target,total_latency_ms
633,450,170,edge,3390682.0436258623
634,244,1,edge,3390405.2370779337
635,67,136,edge,3393804.3612465924
636,300,485,edge,3406141.2289854353
637,11,35,edge,3407179.0432445556
638,24,285,edge,3414467.8419389217
639,6,6,edge,3414581.2068852857
640,39,372,edge,3424160.445830251
641,6,23,edge,3424898.1965788086
642,233,39,edge,3425738.6940508704
643,17,17,edge,3426348.025385852
644,158,514,edge,3439471.9241882074
645,13,316,edge,3447475.6215885286
646,61,465,edge,3459014.568339727
647,34,158,edge,3462763.5039809295
648,38,24,edge,3463577.420028176
649,492,496,edge,3476276.8708348777
650,9,21,edge,3476912.6209289236
651,20,476,edge,3488726.2409200086
652,74,481,edge,3501025.9670957495
653,2,9,edge,3501525.7836135905
654,400,164,edge,3505607.0298685827
655,27,12,edge,3506161.3908480103
656,423,466,edge,3517199.4209091095
657,11,148,edge,3521167.008846759
658,4,4,edge,3521134.820464785
659,79,464,edge,3533008.147484026
660,195,202,edge,3538033.5404979526
661,28,370,edge,3547573.3194196057
662,244,134,edge,3551036.4045899655
663,279,292,edge,3558458.378010303
664,37,719,edge,3576391.6794025158
665,12,212,edge,3581547.916983434
666,19,498,edge,3593989.3892952693
667,305,674,edge,3610922.4320433317
668,14,284,edge,3617930.8832984227
669,13,211,edge,3623341.670062943
670,683,512,edge,3636399.9533013483
671,97,106,edge,3639205.2315970836
672,22,35,edge,3640257.4450298008
673,11,184,edge,3644821.292372603
674,13,443,edge,3656128.789283205
675,50,203,edge,3661218.9035352003
676,782,320,edge,3669070.340291529
677,33,333,edge,3677683.48023133
678,7,212,edge,3683273.439242815
679,9,293,edge,3690600.720208322
680,2,9,edge,3690789.147396532
681,1,1,edge,3690531.2979587913
682,6,64,edge,3691539.2092958745
683,1,36,edge,3692143.6022605086
684,376,349,edge,3700895.4899034416
685,76,481,edge,3713034.5046881987
686,1,9,edge,3713294.8813659754
687,17,272,edge,3720367.518117842
688,61,48,edge,3721806.969332631
689,20,267,edge,3728010.322802801
690,206,24,edge,3728665.6096452577
691,185,164,edge,3732804.069687064
692,42,102,edge,3735602.394268152
693,11,516,edge,3748729.711189566
694,36,266,edge,3755247.5143711315
695,47,89,edge,3757296.542942988
696,26,480,edge,3769100.6508282833
697,28,35,edge,3770067.678973425
698,436,34,edge,3771193.476348969
699,2,129,edge,3774418.9568485375
700,10,304,edge,3782257.4256050857
701,7,17,edge,3782571.1400410305
702,28,18,edge,3782775.112646873
703,26,378,edge,3791879.630029693
704,66,1,edge,3792101.8426417466
705,7,51,edge,3793217.008593365
706,344,12,edge,3793765.190891026
707,48,67,edge,3795513.273524093
708,67,203,edge,3800752.1910494952
709,74,52,edge,3802181.1036016513
710,63,69,edge,3804127.7551391115
711,11,188,edge,3808909.093687155
712,94,87,edge,3810708.507822095
713,34,483,edge,3822895.1348087396
714,19,456,edge,3834587.278579552
715,78,542,edge,3848208.509399812
716,31,284,edge,3855376.9910883238
717,6,91,edge,3857118.1444941554
718,39,33,edge,3858186.327377262
719,189,11,edge,3858565.216686974
720,38,353,edge,3867332.148608058
721,12,23,edge,3868006.9966529636
722,1,1,edge,3868259.0116891502
723,19,746,edge,3887143.9453248293
724,35,37,edge,3888068.0545324064
725,23,108,edge,3890768.190331294
726,4,31,edge,3891763.7321595773
727,41,310,edge,3899470.65403263
728,378,505,edge,3912064.484498235
729,13,68,edge,3914012.83525056
730,513,13,edge,3914459.644497185
731,42,23,edge,3915279.4557156153
732,26,68,edge,3917213.9458117727
733,65,511,edge,3930082.7221580097
734,20,353,edge,3939158.5482388386
735,135,772,edge,3958345.956757123
736,12,142,edge,3961997.5316401944
737,551,508,edge,3974914.408739931
738,314,12,edge,3975047.055679254
739,36,107,edge,3977795.8202321087
740,249,433,edge,3988812.7576790196
741,15,223,edge,3994147.1246665707
742,20,273,edge,4000693.34072866
743,348,490,edge,4013078.0696193287
744,387,258,edge,4019772.4396178313
745,92,127,edge,4022894.3845635527
746,7,43,edge,4023778.5498054316
747,87,15,edge,4023876.0922085023
748,999,117,edge,4026879.1997145307
749,496,229,edge,4032591.0905744955
750,85,69,edge,4034584.999676571
751,59,439,edge,4045771.058103127
752,111,30,edge,4046802.597755166
753,21,352,edge,4055821.626370836
754,149,468,edge,4067806.4275268763
755,14,456,edge,4079331.186824462
756,15,113,edge,4082222.8528748206
757,15,578,edge,4096861.0462466436
758,19,272,edge,4103650.836065515
759,5,289,edge,4111144.0239199144
760,11,185,edge,4115885.0241847564
761,7,99,edge,4118480.4549663067
762,16,1718,edge,4161524.522262828
763,275,127,edge,4164929.271191746
764,12,578,edge,4179587.2288289205
765,27,36,edge,4180710.4562997194
766,18,337,edge,4189245.462203264
767,123,449,edge,4200452.102849547
768,194,35,edge,4201258.267146966
769,63,86,edge,4203555.592148788
770,26,290,edge,4210792.452404018
771,15,0,edge,4210875.1140353205
772,60,33,edge,4211753.74198739
773,566,84,edge,4213978.568374851
774,227,241,edge,4219100.6727736965
775,1,9,edge,4218610.511162279
776,353,150,edge,4222383.057352977
777,26,353,edge,4231505.4939569
778,62,476,edge,4243550.405837284
779,11,318,edge,4251630.904594956
780,257,70,edge,4253622.703444327
781,2,19,edge,4254252.933679523
782,22,148,edge,4258252.90083904
783,287,198,edge,4263463.752128945
784,7,30,edge,4264283.844263177
785,48,1374,edge,4298932.897325296
786,33,50,edge,4300251.988361381
787,82,372,edge,4309382.394144524
788,21,302,edge,4317127.792234721
789,21,395,edge,4327276.433927225
790,3,27,edge,4328176.941553762
